records,throughput,memory_bytes,adds,modifies,cancels,trades,fills,add_p50_ns,add_p99_ns,add_p999_ns,modify_p50_ns,modify_p99_ns,modify_p999_ns,cancel_p50_ns,cancel_p99_ns,cancel_p999_ns,trade_p50_ns,trade_p99_ns,trade_p999_ns,fill_p50_ns,fill_p99_ns,fill_p999_ns
565000000,6269128,195279608,483126,0,493874,13500,9500,41,310,491,0,0,0,110,481,772,20,40,60,110,440,591
566000000,6333376,195279608,482602,0,494551,13471,9376,40,300,491,0,0,0,110,471,702,20,40,50,110,421,671
567000000,6228631,195279608,480532,0,491611,16393,11464,41,290,481,0,0,0,110,481,762,20,40,50,110,471,571
568000000,6144894,195279608,479240,0,490684,17814,12262,41,301,491,0,0,0,110,481,751,20,40,51,110,451,561
569000000,6269492,195279608,481123,0,492569,15586,10722,40,310,491,0,0,0,110,481,741,20,40,60,110,441,621
570000000,6231496,195279608,478676,0,491698,17803,11823,41,291,501,0,0,0,110,481,781,20,40,50,110,461,581
571000000,6156053,195279608,480467,0,493147,15512,10874,50,311,481,0,0,0,110,481,752,20,40,50,110,531,672
572000000,6170317,195279608,477469,0,489106,19494,13931,40,300,491,0,0,0,110,531,781,20,40,50,110,481,631
573000000,6207280,195279608,478513,0,492099,17302,12086,41,301,491,0,0,0,110,481,731,20,40,50,110,461,611
574000000,6160101,195279608,480973,0,491891,15880,11256,50,310,481,0,0,0,110,481,741,20,40,60,110,561,641
575000000,6236532,195279608,479610,0,491774,16779,11837,41,301,481,0,0,0,110,491,761,20,40,50,110,541,701
576000000,6117644,195279608,477556,0,491536,17980,12928,50,310,491,0,0,0,110,511,761,20,40,50,110,541,671
577000000,6173088,195279608,480044,0,491736,16685,11535,41,311,491,0,0,0,110,501,761,20,40,50,110,481,701
578000000,6165638,195279608,479448,0,491893,16859,11800,41,301,491,0,0,0,110,491,722,20,40,50,110,541,711
579000000,6202983,195279608,479929,0,491398,16904,11769,41,300,491,0,0,0,110,481,712,20,40,50,110,501,711
580000000,6113497,195279608,477056,0,489269,19913,13762,40,311,481,0,0,0,110,531,751,20,40,50,110,531,601
581000000,6241957,195279608,479116,0,491240,17346,12298,50,301,501,0,0,0,110,481,752,20,40,60,110,421,561
582000000,6185401,195279608,477938,0,492690,17185,12187,41,300,481,0,0,0,110,501,762,20,40,50,110,481,591
583000000,6211333,195279608,477816,0,490897,18249,13038,41,301,481,0,0,0,110,501,742,20,40,50,110,561,781
584000000,6186543,195279608,480558,0,491800,16333,11309,41,300,491,0,0,0,110,481,751,20,40,50,110,451,612
585000000,6105161,195279608,477915,0,492086,17648,12351,41,321,501,0,0,0,110,521,801,20,40,50,110,561,812
586000000,6159414,195279608,480417,0,489632,17513,12438,41,300,481,0,0,0,110,521,762,20,40,50,110,451,642
587000000,6180891,195279608,479808,0,491252,17088,11852,40,300,491,0,0,0,110,481,751,20,40,50,110,631,762
588000000,6087247,195279608,477190,0,489785,19211,13814,41,311,491,0,0,0,110,501,771,20,40,50,110,531,651
589000000,6226043,195279608,480299,0,491996,16406,11299,40,301,491,0,0,0,110,471,701,20,40,60,110,510,661
590000000,6219809,195279608,478305,0,490668,18127,12900,40,291,481,0,0,0,110,481,772,20,40,50,110,481,631
591000000,6237881,195279608,480471,0,491327,16538,11664,40,301,481,0,0,0,110,470,712,20,40,50,110,461,551
592000000,6242203,195279608,477532,0,490525,18694,13249,40,291,491,0,0,0,110,501,771,20,40,50,110,411,551
592822934,6254548,195279608,394541,0,402966,15082,10345,40,291,501,0,0,0,110,481,711,20,40,41,110,461,561
